Date,official_ttc_GAZOLE_eur_liter,official_ttc_SP95_eur_liter,official_ttc_E10_eur_liter,official_ttc_SP98_eur_liter,official_ttc_E85_eur_liter,official_ttc_GPLC_eur_liter,station_ttc_E85_eur_liter,station_ttc_GPLC_eur_liter,station_ttc_GAZOLE_eur_liter,station_ttc_SP95_eur_liter,station_ttc_E10_eur_liter,station_ttc_SP98_eur_liter,Day_of_week
2014-05-07,,,,,,,0.91171,0.8578,1.29221,1.51649,1.49263,1.55575,Wednesday
2014-05-08,,,,,,,0.89705,0.88784,1.30158,1.51596,1.51041,1.55559,Thursday
2014-05-09,1.3016,1.5174,1.5076,1.5736,,0.8676,0.87434,0.83782,1.28275,1.50979,1.47358,1.54729,Friday
2014-05-10,,,,,,,0.88909,0.85109,1.28484,1.50848,1.48414,1.54768,Saturday
2014-05-11,,,,,,,0.94988,0.89354,1.28887,1.51556,1.49324,1.55377,Sunday
2014-05-12,,,,,,,0.90528,0.83759,1.28578,1.50902,1.47334,1.54843,Monday
2014-05-13,,,,,,,0.91504,0.83991,1.28575,1.51047,1.47382,1.54696,Tuesday
2014-05-14,,,,,,,0.90901,0.84902,1.28799,1.50819,1.47699,1.5484,Wednesday
2014-05-15,,,,,,,0.91184,0.85458,1.29036,1.51007,1.48848,1.54987,Thursday
2014-05-16,1.3044,1.5146,1.5057,1.5725,,0.8635,0.89583,0.85482,1.29184,1.51305,1.49027,1.55193,Friday
2014-05-17,,,,,,,0.87473,0.8387,1.29035,1.51035,1.47682,1.54801,Saturday
2014-05-18,,,,,,,0.94978,0.90971,1.29296,1.5155,1.49765,1.55471,Sunday
2014-05-19,,,,,,,0.91777,0.83699,1.29359,1.51462,1.48103,1.55235,Monday
2014-05-20,,,,,,,0.87756,0.84428,1.29301,1.5153,1.48384,1.55317,Tuesday
2014-05-21,,,,,,,0.87864,0.83827,1.29246,1.51616,1.48071,1.55376,Wednesday
2014-05-22,,,,,,,0.9145,0.84075,1.29396,1.5154,1.48626,1.55427,Thursday
2014-05-23,1.3089,1.5191,1.5105,1.5772,,0.8632,0.91512,0.83561,1.29187,1.51762,1.48501,1.55534,Friday
2014-05-24,,,,,,,0.87594,0.83202,1.28964,1.51622,1.4803,1.55193,Saturday
2014-05-25,,,,,,,0.9373,0.88382,1.29248,1.51853,1.49348,1.55614,Sunday
2014-05-26,,,,,,,0.87497,0.82605,1.2922,1.5208,1.48519,1.5558,Monday
2014-05-27,,,,,,,0.9002,0.83476,1.29304,1.52329,1.48589,1.55877,Tuesday
2014-05-28,,,,,,,0.90921,0.83438,1.29159,1.52187,1.48663,1.55754,Wednesday
2014-05-29,,,,,,,0.85652,0.83092,1.28935,1.51644,1.48982,1.55856,Thursday
2014-05-30,1.3086,1.5247,1.5147,1.5813,,0.867,0.91297,0.8231,1.29021,1.52172,1.48376,1.55764,Friday
2014-05-31,,,,,,,0.87204,0.82557,1.28676,1.51982,1.48246,1.5582,Saturday
2014-06-01,,,,,,,0.9449,0.8896,1.29761,1.5255,1.51135,1.5645,Sunday
2014-06-02,,,,,,,0.8839,0.83348,1.28791,1.52342,1.48377,1.55746,Monday
2014-06-03,,,,,,,0.89574,0.84192,1.28685,1.52363,1.48801,1.56186,Tuesday
2014-06-04,,,,,,,0.91122,0.85023,1.2869,1.52221,1.49582,1.56105,Wednesday
2014-06-05,,,,,,,0.91233,0.85258,1.28497,1.51756,1.49593,1.55758,Thursday
2014-06-06,1.2981,1.5226,1.5121,1.5802,,0.8657,0.9107,0.85189,1.2815,1.51759,1.48758,1.5561,Friday
2014-06-07,,,,,,,0.89375,0.82503,1.27615,1.51593,1.47702,1.55377,Saturday
2014-06-08,,,,,,,0.94722,0.88456,1.28247,1.52289,1.49524,1.55843,Sunday
2014-06-09,,,,,,,0.917,0.82931,1.27786,1.51532,1.47934,1.55521,Monday
2014-06-10,,,,,,,0.91236,0.83561,1.2797,1.51671,1.48237,1.55511,Tuesday
2014-06-11,,,,,,,0.90976,0.84147,1.2816,1.52028,1.48794,1.55723,Wednesday
2014-06-12,,,,,,,0.90922,0.83779,1.28298,1.52144,1.48708,1.55888,Thursday
2014-06-13,1.2984,1.523,1.5143,1.581,,0.8637,0.90648,0.86073,1.28685,1.52487,1.50108,1.56304,Friday
2014-06-14,,,,,,,0.88149,0.85689,1.28843,1.52495,1.50205,1.5614,Saturday
2014-06-15,,,,,,,0.93475,0.86086,1.28659,1.52692,1.5154,1.56405,Sunday
2014-06-16,,,,,,,0.91274,0.84048,1.2934,1.53236,1.49634,1.5667,Monday
2014-06-17,,,,,,,0.89479,0.85283,1.29695,1.53486,1.49865,1.56868,Tuesday
2014-06-18,,,,,,,0.91395,0.84295,1.30007,1.53637,1.50561,1.57177,Wednesday
2014-06-19,,,,,,,0.9073,0.85551,1.30499,1.5388,1.50982,1.5731,Thursday
2014-06-20,1.3174,1.5397,1.5314,1.5962,,0.8623,0.91226,0.85437,1.30904,1.54335,1.51408,1.57848,Friday
2014-06-21,,,,,,,0.87928,0.86271,1.3077,1.54332,1.51405,1.57779,Saturday
2014-06-22,,,,,,,0.94688,0.91286,1.30835,1.54401,1.52278,1.58025,Sunday
2014-06-23,,,,,,,0.91663,0.83433,1.30838,1.54585,1.51106,1.58066,Monday
2014-06-24,,,,,,,0.91105,0.84923,1.31273,1.54876,1.51703,1.58356,Tuesday
2014-06-25,,,,,,,0.90156,0.84236,1.31079,1.55061,1.51663,1.58579,Wednesday
2014-06-26,,,,,,,0.88488,0.8329,1.31065,1.54909,1.51688,1.58469,Thursday
2014-06-27,1.3255,1.5489,1.5424,1.6064,,0.8624,0.91117,0.83146,1.3076,1.5459,1.50963,1.58177,Friday
2014-06-28,,,,,,,0.86067,0.8233,1.30437,1.54439,1.50737,1.58028,Saturday
2014-06-29,,,,,,,0.95,0.86164,1.30799,1.54857,1.52204,1.58309,Sunday
2014-06-30,,,,,,,0.91761,0.82992,1.30679,1.54514,1.50919,1.5795,Monday
2014-07-01,,,,,,,0.8684,0.83409,1.30734,1.54619,1.51408,1.58305,Tuesday
2014-07-02,,,,,,,0.89612,0.85034,1.30328,1.54458,1.51403,1.58235,Wednesday
2014-07-03,,,,,,,0.88512,0.84474,1.30257,1.54384,1.51755,1.58126,Thursday
2014-07-04,1.3173,1.5437,1.5349,1.6036,,0.8507,0.90668,0.84707,1.29809,1.5404,1.51383,1.58031,Friday
2014-07-05,,,,,,,0.86455,0.84609,1.29499,1.5387,1.51319,1.57652,Saturday
2014-07-06,,,,,,,0.94375,0.90364,1.30243,1.54614,1.53564,1.58331,Sunday
2014-07-07,,,,,,,0.91175,0.83458,1.29392,1.54002,1.50496,1.57794,Monday
2014-07-08,,,,,,,0.9081,0.84566,1.2961,1.54061,1.51287,1.57924,Tuesday
2014-07-09,,,,,,,0.85277,0.83563,1.29302,1.54015,1.50713,1.57641,Wednesday
2014-07-10,,,,,,,0.90397,0.84886,1.29507,1.53822,1.52189,1.57804,Thursday
2014-07-11,1.2976,1.5266,1.525,1.5942,,0.854,0.89151,0.83856,1.26478,1.50552,1.4826,1.55453,Friday
2014-07-12,,,,,,,0.85518,0.8447,1.27974,1.528,1.49663,1.56893,Saturday
2014-07-13,,,,,,,0.92938,0.84738,1.2829,1.5336,1.49444,1.57414,Sunday
2014-07-14,,,,,,,0.91065,0.83028,1.28023,1.52768,1.49299,1.56791,Monday
2014-07-15,,,,,,,0.91007,0.82989,1.28089,1.53128,1.49574,1.57025,Tuesday
2014-07-16,,,,,,,0.89409,0.85289,1.28695,1.5331,1.51255,1.57353,Wednesday
2014-07-17,,,,,,,0.88549,0.84765,1.28332,1.52964,1.50209,1.56923,Thursday
2014-07-18,1.2995,1.5314,1.5235,1.5931,,0.8576,0.86316,0.8407,1.28183,1.52719,1.50062,1.56595,Friday
2014-07-19,,,,,,,0.89084,0.84327,1.28199,1.52433,1.49476,1.56473,Saturday
2014-07-20,,,,,,,0.94067,0.86488,1.2824,1.52887,1.50916,1.56904,Sunday
2014-07-21,,,,,,,0.91071,0.82444,1.2804,1.52124,1.48583,1.56076,Monday
2014-07-22,,,,,,,0.9083,0.84621,1.28141,1.52043,1.49238,1.56158,Tuesday
2014-07-23,,,,,,,0.87702,0.84265,1.28253,1.51886,1.49451,1.56209,Wednesday
2014-07-24,,,,,,,0.86257,0.82448,1.28043,1.51771,1.485,1.55877,Thursday
2014-07-25,1.3002,1.5219,1.5169,1.5852,,0.8583,0.90733,0.83242,1.28172,1.51707,1.48539,1.55849,Friday
2014-07-26,,,,,,,0.86894,0.84534,1.28095,1.5137,1.49249,1.55671,Saturday
2014-07-27,,,,,,,0.95,0.88784,1.28269,1.52357,1.50724,1.56849,Sunday
2014-07-28,,,,,,,0.90967,0.83329,1.28237,1.51319,1.48279,1.55277,Monday
2014-07-29,,,,,,,0.88452,0.84114,1.28623,1.5147,1.48588,1.555,Tuesday
2014-07-30,,,,,,,0.88959,0.82988,1.28298,1.50803,1.47547,1.54986,Wednesday
2014-07-31,,,,,,,0.81351,0.8145,1.27184,1.48385,1.4636,1.5369,Thursday
2014-08-01,1.2953,1.4989,1.5025,1.5684,,0.8581,0.89877,0.82147,1.27463,1.49655,1.47146,1.54237,Friday
2014-08-02,,,,,,,0.84028,0.81195,1.2761,1.49837,1.46928,1.54383,Saturday
2014-08-03,,,,,,,0.86025,0.83771,1.27873,1.50193,1.46748,1.54335,Sunday
2014-08-04,,,,,,,0.84956,0.81631,1.28048,1.502,1.46977,1.54416,Monday
2014-08-05,,,,,,,0.88961,0.84659,1.28619,1.50337,1.48544,1.54468,Tuesday
2014-08-06,,,,,,,0.8878,0.84554,1.28661,1.49901,1.48266,1.54485,Wednesday
2014-08-07,,,,,,,0.89195,0.83674,1.28386,1.49644,1.47438,1.54455,Thursday
2014-08-08,1.3023,1.503,1.5015,1.5708,,0.8601,0.89119,0.83251,1.28289,1.4952,1.46864,1.53843,Friday
2014-08-09,,,,,,,0.85667,0.84352,1.28335,1.49471,1.47277,1.53828,Saturday
2014-08-10,,,,,,,0.93767,0.83433,1.28463,1.49958,1.46933,1.54325,Sunday
2014-08-11,,,,,,,0.91212,0.82451,1.28456,1.49426,1.45985,1.53385,Monday
2014-08-12,,,,,,,0.87405,0.82843,1.28494,1.49521,1.46324,1.53685,Tuesday
2014-08-13,,,,,,,0.86935,0.82197,1.28333,1.49394,1.46163,1.53564,Wednesday
2014-08-14,,,,,,,0.87765,0.82576,1.28129,1.49338,1.46189,1.53631,Thursday
2014-08-15,1.3025,1.499,1.4986,1.5646,,0.8676,0.84415,0.84707,1.28304,1.48933,1.4774,1.53505,Friday
2014-08-16,,,,,,,0.88161,0.80822,1.279,1.49214,1.45453,1.53207,Saturday
2014-08-17,,,,,,,0.94433,0.82675,1.2846,1.49581,1.476,1.54193,Sunday
2014-08-18,,,,,,,0.90195,0.82221,1.28259,1.49119,1.45924,1.53204,Monday
2014-08-19,,,,,,,0.86165,0.84614,1.28327,1.49111,1.47219,1.53588,Tuesday
2014-08-20,,,,,,,0.87879,0.83516,1.27799,1.49027,1.46194,1.53218,Wednesday
2014-08-21,,,,,,,0.89501,0.83175,1.2765,1.48892,1.46209,1.53317,Thursday
2014-08-22,1.2966,1.4947,1.4932,1.5594,,0.8612,0.88331,0.82678,1.27532,1.49103,1.4559,1.53152,Friday
2014-08-23,,,,,,,0.85885,0.82001,1.27488,1.48996,1.45498,1.53092,Saturday
2014-08-24,,,,,,,0.93891,0.844,1.27779,1.49452,1.46602,1.53543,Sunday
2014-08-25,,,,,,,0.90924,0.82592,1.27558,1.49176,1.45623,1.53112,Monday
2014-08-26,,,,,,,0.8532,0.8364,1.27669,1.49373,1.45982,1.53463,Tuesday
2014-08-27,,,,,,,0.88415,0.84017,1.27836,1.49484,1.46744,1.53638,Wednesday
2014-08-28,,,,,,,0.87691,0.84351,1.28179,1.49747,1.46759,1.5374,Thursday
2014-08-29,1.299,1.4993,1.4955,1.5623,,0.8575,0.86933,0.84094,1.28123,1.49731,1.46825,1.53785,Friday
2014-08-30,,,,,,,0.8634,0.82892,1.27896,1.49571,1.4628,1.53512,Saturday
2014-08-31,,,,,,,0.93483,0.87131,1.28156,1.50329,1.46688,1.5406,Sunday
2014-09-01,,,,,,,0.86155,0.82374,1.2784,1.49441,1.45705,1.5315,Monday
2014-09-02,,,,,,,0.87068,0.82056,1.26249,1.46678,1.437,1.5144,Tuesday
2014-09-03,,,,,,,0.89987,0.82727,1.27174,1.48264,1.45395,1.52804,Wednesday
2014-09-04,,,,,,,0.86838,0.82902,1.26271,1.47371,1.44777,1.52135,Thursday
2014-09-05,1.2881,1.4808,1.4872,1.5532,,0.852,0.90068,0.82246,1.25837,1.47015,1.43923,1.51422,Friday
2014-09-06,,,,,,,0.8664,0.83771,1.27284,1.4852,1.4557,1.5284,Saturday
2014-09-07,,,,,,,0.94433,0.86655,1.27733,1.48726,1.45874,1.53035,Sunday
2014-09-08,,,,,,,0.90154,0.82777,1.27997,1.49789,1.46081,1.53493,Monday
2014-09-09,,,,,,,0.9015,0.82629,1.28212,1.50052,1.46313,1.53837,Tuesday
2014-09-10,,,,,,,0.87389,0.8239,1.28251,1.49791,1.46501,1.53884,Wednesday
2014-09-11,,,,,,,0.89916,0.82834,1.28196,1.4991,1.46456,1.53848,Thursday
2014-09-12,1.2994,1.5,1.4958,1.5625,,0.8513,0.90604,0.83777,1.28033,1.49708,1.46895,1.53845,Friday
2014-09-13,,,,,,,0.85638,0.85038,1.27818,1.49327,1.46861,1.53269,Saturday
2014-09-14,,,,,,,0.94956,0.871,1.28172,1.49687,1.47267,1.53842,Sunday
2014-09-15,,,,,,,0.90975,0.83087,1.27746,1.49302,1.45984,1.53381,Monday
2014-09-16,,,,,,,0.90345,0.84243,1.27832,1.49276,1.46681,1.5331,Tuesday
2014-09-17,,,,,,,0.89734,0.83058,1.27525,1.49299,1.46015,1.53449,Wednesday
2014-09-18,,,,,,,0.87862,0.82713,1.27376,1.49195,1.4578,1.53107,Thursday
2014-09-19,1.2936,1.4955,1.488,1.5569,,0.8513,0.90858,0.83107,1.27307,1.49061,1.45662,1.52959,Friday
2014-09-20,,,,,,,0.85209,0.83494,1.27201,1.48806,1.4574,1.52742,Saturday
2014-09-21,,,,,,,0.94325,0.84717,1.27586,1.49143,1.47376,1.53032,Sunday
2014-09-22,,,,,,,0.90664,0.82608,1.27182,1.48842,1.4565,1.52714,Monday
2014-09-23,,,,,,,0.91028,0.83904,1.27496,1.48855,1.4654,1.53118,Tuesday
2014-09-24,,,,,,,0.87216,0.84327,1.27436,1.48777,1.4625,1.52967,Wednesday
2014-09-25,,,,,,,0.87156,0.84187,1.27039,1.48559,1.45717,1.52504,Thursday
2014-09-26,1.2868,1.4895,1.4816,1.5515,,0.847,0.90218,0.82042,1.26529,1.48407,1.45014,1.5255,Friday
2014-09-27,,,,,,,0.84882,0.8202,1.26483,1.48389,1.44786,1.52422,Saturday
2014-09-28,,,,,,,0.94313,0.8299,1.26919,1.48811,1.46533,1.52927,Sunday
2014-09-29,,,,,,,0.90847,0.8238,1.26778,1.48846,1.45109,1.5249,Monday
2014-09-30,,,,,,,0.87607,0.8285,1.26884,1.48727,1.45424,1.52719,Tuesday
2014-10-01,,,,,,,0.88498,0.84713,1.27198,1.48931,1.4598,1.52818,Wednesday
2014-10-02,,,,,,,0.89916,0.8273,1.27152,1.48895,1.45921,1.52975,Thursday
2014-10-03,1.2886,1.4917,1.4829,1.5532,,0.848,0.90939,0.83264,1.26917,1.49225,1.458,1.53175,Friday
2014-10-04,,,,,,,0.85765,0.83093,1.26548,1.48751,1.45581,1.52905,Saturday
2014-10-05,,,,,,,0.94914,0.8488,1.27333,1.49355,1.46069,1.5297,Sunday
2014-10-06,,,,,,,0.90979,0.82452,1.26658,1.49063,1.45276,1.52849,Monday
2014-10-07,,,,,,,0.88677,0.82699,1.26594,1.48883,1.45709,1.52963,Tuesday
2014-10-08,,,,,,,0.90174,0.84036,1.26526,1.49154,1.46163,1.53138,Wednesday
2014-10-09,,,,,,,0.87994,0.84958,1.26418,1.48809,1.46531,1.52963,Thursday
2014-10-10,1.2776,1.4887,1.4783,1.5503,,0.8474,0.90172,0.84588,1.26079,1.48479,1.46008,1.52805,Friday
2014-10-11,,,,,,,0.86294,0.86212,1.25729,1.48011,1.4686,1.52423,Saturday
2014-10-12,,,,,,,0.94389,0.86754,1.26044,1.48711,1.47098,1.52851,Sunday
2014-10-13,,,,,,,0.9077,0.8331,1.25156,1.47779,1.44729,1.52025,Monday
2014-10-14,,,,,,,0.89847,0.85831,1.26068,1.47813,1.47086,1.52535,Tuesday
2014-10-15,,,,,,,0.89739,0.8582,1.25567,1.47221,1.46135,1.52017,Wednesday
2014-10-16,,,,,,,0.90212,0.85128,1.24983,1.46596,1.45173,1.51574,Thursday
2014-10-17,1.2545,1.4596,1.4531,1.5262,,0.8461,0.89881,0.83945,1.23305,1.45062,1.4302,1.50295,Friday
2014-10-18,,,,,,,0.86724,0.85853,1.22934,1.44472,1.4269,1.49929,Saturday
2014-10-19,,,,,,,0.93464,0.88867,1.23798,1.46613,1.44958,1.51255,Sunday
2014-10-20,,,,,,,0.90972,0.83813,1.22578,1.442,1.41927,1.49565,Monday
2014-10-21,,,,,,,0.9082,0.85842,1.2362,1.44099,1.43751,1.5017,Tuesday
2014-10-22,,,,,,,0.87209,0.84635,1.22694,1.43151,1.42003,1.48912,Wednesday
2014-10-23,,,,,,,0.90075,0.83982,1.22395,1.42834,1.41407,1.48264,Thursday
2014-10-24,1.2377,1.43,1.4222,1.4982,,0.8426,0.89651,0.83708,1.22056,1.42335,1.40359,1.47346,Friday
2014-10-25,,,,,,,0.87983,0.84486,1.22039,1.4199,1.4113,1.47064,Saturday
2014-10-26,,,,,,,0.94017,0.90906,1.22183,1.42612,1.41329,1.48116,Sunday
2014-10-27,,,,,,,0.90852,0.82901,1.21885,1.42153,1.39187,1.46764,Monday
2014-10-28,,,,,,,0.89133,0.83113,1.21923,1.4233,1.39628,1.4693,Tuesday
2014-10-29,,,,,,,0.90414,0.83303,1.22011,1.42055,1.40209,1.46894,Wednesday
2014-10-30,,,,,,,0.85971,0.82644,1.22113,1.42127,1.39956,1.47207,Thursday
2014-10-31,1.2367,1.4244,1.4159,1.4897,,0.8438,0.89261,0.82088,1.22383,1.42479,1.39356,1.46499,Friday
2014-11-01,,,,,,,0.83616,0.8411,1.22167,1.42072,1.39397,1.46263,Saturday
2014-11-02,,,,,,,0.949,0.86933,1.22509,1.42512,1.4001,1.46877,Sunday
2014-11-03,,,,,,,0.89705,0.82724,1.22605,1.42417,1.39198,1.46498,Monday
2014-11-04,,,,,,,0.86865,0.83894,1.22869,1.42427,1.39841,1.46712,Tuesday
2014-11-05,,,,,,,0.89005,0.82178,1.22693,1.42402,1.39124,1.46712,Wednesday
2014-11-06,,,,,,,0.90336,0.82472,1.22489,1.42118,1.39224,1.4641,Thursday
2014-11-07,1.2425,1.4267,1.4154,1.4891,,0.8401,0.84867,0.82306,1.22243,1.42012,1.38954,1.46285,Friday
2014-11-08,,,,,,,0.85559,0.83886,1.22289,1.41872,1.39622,1.46212,Saturday
2014-11-09,,,,,,,0.94911,0.86224,1.22537,1.42332,1.39763,1.46488,Sunday
2014-11-10,,,,,,,0.90876,0.82773,1.22685,1.42345,1.39604,1.46517,Monday
2014-11-11,,,,,,,0.86817,0.85892,1.23585,1.42306,1.42877,1.47576,Tuesday
2014-11-12,,,,,,,0.89564,0.82243,1.23205,1.42586,1.38953,1.46626,Wednesday
2014-11-13,,,,,,,0.8821,0.82149,1.23048,1.42412,1.39317,1.46655,Thursday
2014-11-14,1.2462,1.429,1.4169,1.4899,,0.8404,0.90996,0.83492,1.22752,1.42343,1.39694,1.46806,Friday
2014-11-15,,,,,,,0.8663,0.86346,1.22786,1.41999,1.41412,1.46555,Saturday
2014-11-16,,,,,,,0.94344,0.84767,1.23074,1.42577,1.40946,1.46668,Sunday
2014-11-17,,,,,,,0.90058,0.82547,1.21968,1.41736,1.38774,1.46204,Monday
2014-11-18,,,,,,,0.90148,0.84458,1.22236,1.41657,1.40191,1.46376,Tuesday
2014-11-19,,,,,,,0.89341,0.83937,1.21685,1.41514,1.39444,1.4602,Wednesday
2014-11-20,,,,,,,0.90105,0.83246,1.21212,1.41293,1.39016,1.45765,Thursday
2014-11-21,1.2237,1.4142,1.4024,1.4776,,0.8397,0.8861,0.83487,1.20643,1.40772,1.38586,1.45568,Friday
2014-11-22,,,,,,,0.87706,0.82849,1.2011,1.40532,1.37705,1.44944,Saturday
2014-11-23,,,,,,,0.9441,0.87988,1.21202,1.41599,1.41202,1.46332,Sunday
2014-11-24,,,,,,,0.9,0.82108,1.20043,1.40563,1.3757,1.45057,Monday
2014-11-25,,,,,,,0.89464,0.82241,1.20278,1.40726,1.37453,1.44984,Tuesday
2014-11-26,,,,,,,0.89033,0.81807,1.20032,1.40685,1.37286,1.44958,Wednesday
2014-11-27,,,,,,,0.88486,0.83067,1.20173,1.40482,1.38007,1.44771,Thursday
2014-11-28,1.2136,1.4067,1.3944,1.4699,,0.8361,0.8886,0.83661,1.19867,1.40209,1.38064,1.44896,Friday
2014-11-29,,,,,,,0.84828,0.85645,1.19641,1.39482,1.38914,1.44794,Saturday
2014-11-30,,,,,,,0.90813,0.83244,1.1975,1.40545,1.38209,1.44994,Sunday
2014-12-01,,,,,,,0.90444,0.82449,1.18247,1.39139,1.36344,1.43733,Monday
2014-12-02,,,,,,,0.86838,0.84769,1.18777,1.38674,1.37598,1.43808,Tuesday
2014-12-03,,,,,,,0.88046,0.8435,1.17817,1.3809,1.36759,1.4336,Wednesday
2014-12-04,,,,,,,0.88745,0.83587,1.17124,1.37618,1.35879,1.4283,Thursday
2014-12-05,1.1792,1.3733,1.3616,1.4395,,0.8357,0.90131,0.83176,1.16409,1.36862,1.34833,1.41973,Friday
2014-12-06,,,,,,,0.83797,0.843,1.15804,1.36048,1.34438,1.41273,Saturday
2014-12-07,,,,,,,0.9286,0.82491,1.15326,1.36224,1.33773,1.40914,Sunday
2014-12-08,,,,,,,0.90177,0.82195,1.15256,1.35884,1.32837,1.40758,Monday
2014-12-09,,,,,,,0.90254,0.85782,1.15789,1.35407,1.34324,1.40593,Tuesday
2014-12-10,,,,,,,0.88682,0.83609,1.14718,1.34826,1.33496,1.40067,Wednesday
2014-12-11,,,,,,,0.88877,0.83167,1.14755,1.34629,1.33223,1.39974,Thursday
2014-12-12,1.1497,1.3388,1.328,1.4059,,0.8343,0.89273,0.83558,1.13302,1.32949,1.31735,1.38665,Friday
2014-12-13,,,,,,,0.84833,0.8625,1.1315,1.32133,1.31573,1.3807,Saturday
2014-12-14,,,,,,,0.80754,0.80903,1.11842,1.32027,1.28634,1.37001,Sunday
2014-12-15,,,,,,,0.90529,0.80947,1.12146,1.32379,1.29924,1.3783,Monday
2014-12-16,,,,,,,0.89171,0.86349,1.12486,1.316,1.30908,1.37614,Tuesday
2014-12-17,,,,,,,0.89274,0.83189,1.11378,1.30792,1.29257,1.3654,Wednesday
2014-12-18,,,,,,,0.88544,0.83162,1.10775,1.3006,1.28784,1.36034,Thursday
2014-12-19,1.1135,1.3006,1.2873,1.3666,,0.8289,0.88192,0.81769,1.09604,1.28976,1.27337,1.34707,Friday
2014-12-20,,,,,,,0.8599,0.86102,1.09004,1.28318,1.26851,1.33658,Saturday
2014-12-21,,,,,,,0.8514,0.82281,1.07843,1.27585,1.23929,1.32607,Sunday
2014-12-22,,,,,,,0.87078,0.80936,1.08455,1.28259,1.2546,1.33245,Monday
2014-12-23,,,,,,,0.86255,0.81967,1.08733,1.28184,1.26519,1.33734,Tuesday
2014-12-24,,,,,,,0.88042,0.81667,1.08639,1.27977,1.25672,1.32853,Wednesday
2014-12-25,,,,,,,0.91642,0.90104,1.10829,1.34158,1.28064,1.33566,Thursday
2014-12-26,1.1008,1.2818,1.2749,1.3504,,0.8284,0.88029,0.80835,1.08082,1.27684,1.24886,1.32175,Friday
2014-12-27,,,,,,,0.87,0.81496,1.07939,1.27479,1.24945,1.31898,Saturday
2014-12-28,,,,,,,0.9116,0.81276,1.08054,1.27996,1.24962,1.32125,Sunday
2014-12-29,,,,,,,0.89327,0.80724,1.07936,1.27379,1.24565,1.31751,Monday
2014-12-30,,,,,,,0.89831,0.81766,1.08149,1.27391,1.25474,1.31827,Tuesday
2014-12-31,,,,,,,0.88144,0.81615,1.08879,1.27421,1.25909,1.32104,Wednesday
2015-01-01,,,,,,,0.94394,0.92184,1.20988,1.36034,1.36229,1.40672,Thursday
2015-01-02,1.1222,1.288,1.2862,1.3563,,0.8234,0.89315,0.79669,1.12315,1.28761,1.26752,1.33447,Friday
2015-01-03,,,,,,,0.86694,0.81314,1.12272,1.28723,1.28381,1.33085,Saturday
2015-01-04,,,,,,,0.9441,0.87938,1.13079,1.29399,1.28918,1.34595,Sunday
2015-01-05,,,,,,,0.89919,0.79622,1.12548,1.28719,1.27091,1.33356,Monday
2015-01-06,,,,,,,0.89541,0.82839,1.12489,1.28655,1.2819,1.33334,Tuesday
2015-01-07,,,,,,,0.89745,0.83458,1.11797,1.2825,1.27536,1.32674,Wednesday
2015-01-08,,,,,,,0.89384,0.83058,1.11497,1.2773,1.27049,1.32262,Thursday
2015-01-09,1.1268,1.2827,1.2768,1.3458,,0.8208,0.8914,0.82767,1.10709,1.27455,1.25368,1.31693,Friday
2015-01-10,,,,,,,0.86393,0.82312,1.10312,1.27275,1.25729,1.31334,Saturday
2015-01-11,,,,,,,0.9382,0.8175,1.10964,1.28011,1.24858,1.32085,Sunday
2015-01-12,,,,,,,0.90316,0.80084,1.10108,1.2745,1.2422,1.31338,Monday
2015-01-13,,,,,,,0.8931,0.84131,1.10424,1.27129,1.25558,1.31435,Tuesday
2015-01-14,,,,,,,0.88906,0.84036,1.09798,1.26689,1.25493,1.31427,Wednesday
2015-01-15,,,,,,,0.89113,0.81889,1.08981,1.26255,1.24888,1.30668,Thursday
2015-01-16,1.1042,1.2675,1.2587,1.3289,,0.8111,0.89743,0.80084,1.08377,1.26054,1.23536,1.30365,Friday
2015-01-17,,,,,,,0.859,0.83409,1.08363,1.25766,1.24124,1.29941,Saturday
2015-01-18,,,,,,,0.94683,0.86509,1.09021,1.26485,1.29142,1.30736,Sunday
2015-01-19,,,,,,,0.89398,0.79823,1.08349,1.25975,1.22992,1.29878,Monday
2015-01-20,,,,,,,0.89259,0.79906,1.08515,1.26207,1.22924,1.30171,Tuesday
2015-01-21,,,,,,,0.87802,0.79668,1.08634,1.26347,1.23379,1.30104,Wednesday
2015-01-22,,,,,,,0.87504,0.82718,1.08699,1.26345,1.23493,1.29913,Thursday
2015-01-23,1.1048,1.2677,1.258,1.3276,,0.8061,0.89927,0.79872,1.08708,1.26412,1.23013,1.29873,Friday
2015-01-24,,,,,,,0.85124,0.82716,1.09356,1.26136,1.25854,1.29893,Saturday
2015-01-25,,,,,,,0.94871,0.879,1.09317,1.26721,1.25656,1.30436,Sunday
2015-01-26,,,,,,,0.91505,0.79481,1.09421,1.26718,1.23758,1.30379,Monday
2015-01-27,,,,,,,0.8583,0.80022,1.09812,1.27313,1.2499,1.30952,Tuesday
2015-01-28,,,,,,,0.85537,0.79354,1.09861,1.27275,1.24179,1.30688,Wednesday
2015-01-29,,,,,,,0.85973,0.80768,1.10091,1.2729,1.2498,1.30963,Thursday
2015-01-30,1.1164,1.2769,1.2673,1.3348,,0.8055,0.85864,0.79794,1.10046,1.27788,1.24527,1.31038,Friday
2015-01-31,,,,,,,0.8425,0.79881,1.09957,1.27404,1.2423,1.30816,Saturday
2015-02-01,,,,,,,0.935,0.85413,1.10262,1.27785,1.26709,1.31364,Sunday
