Date,official_ttc_GAZOLE_eur_liter,official_ttc_SP95_eur_liter,official_ttc_E10_eur_liter,official_ttc_SP98_eur_liter,official_ttc_E85_eur_liter,official_ttc_GPLC_eur_liter,station_ttc_E85_eur_liter,station_ttc_GPLC_eur_liter,station_ttc_GAZOLE_eur_liter,station_ttc_SP95_eur_liter,station_ttc_E10_eur_liter,station_ttc_SP98_eur_liter,Day_of_week
1985-01-04,0.6311,,,,,,,,,,,,Friday
1985-01-11,0.6494,,,,,,,,,,,,Friday
1985-01-18,0.6494,,,,,,,,,,,,Friday
1985-01-25,0.6494,,,,,,,,,,,,Friday
1985-02-01,0.6494,,,,,,,,,,,,Friday
1985-02-08,0.6586,,,,,,,,,,,,Friday
1985-02-15,0.6693,,,,,,,,,,,,Friday
1985-02-22,0.6845,,,,,,,,,,,,Friday
1985-03-01,0.6891,,,,,,,,,,,,Friday
1985-03-08,0.6921,,,,,,,,,,,,Friday
1985-03-15,0.7013,,,,,,,,,,,,Friday
1985-03-22,0.7013,,,,,,,,,,,,Friday
1985-03-29,0.6967,,,,,,,,,,,,Friday
1985-04-05,0.6921,,,,,,,,,,,,Friday
1985-04-12,0.683,,,,,,,,,,,,Friday
1985-04-19,0.6769,,,,,,,,,,,,Friday
1985-04-26,0.6693,,,,,,,,,,,,Friday
1985-05-03,0.6632,,,,,,,,,,,,Friday
1985-05-10,0.6616,,,,,,,,,,,,Friday
1985-05-17,0.6571,,,,,,,,,,,,Friday
1985-05-24,0.654,,,,,,,,,,,,Friday
1985-05-31,0.6525,,,,,,,,,,,,Friday
1985-06-07,0.651,,,,,,,,,,,,Friday
1985-06-14,0.6494,,,,,,,,,,,,Friday
1985-06-21,0.6479,,,,,,,,,,,,Friday
1985-06-28,0.6449,,,,,,,,,,,,Friday
1985-07-05,0.6449,,,,,,,,,,,,Friday
1985-07-12,0.6449,,,,,,,,,,,,Friday
1985-07-19,0.6433,,,,,,,,,,,,Friday
1985-07-26,0.6403,,,,,,,,,,,,Friday
1985-08-02,0.6388,,,,,,,,,,,,Friday
1985-08-09,0.6357,,,,,,,,,,,,Friday
1985-08-16,0.6357,,,,,,,,,,,,Friday
1985-08-23,0.6357,,,,,,,,,,,,Friday
1985-08-30,0.6342,,,,,,,,,,,,Friday
1985-09-06,0.6342,,,,,,,,,,,,Friday
1985-09-13,0.6357,,,,,,,,,,,,Friday
1985-09-20,0.6388,,,,,,,,,,,,Friday
1985-09-27,0.6418,,,,,,,,,,,,Friday
1985-10-04,0.6418,,,,,,,,,,,,Friday
1985-10-11,0.6418,,,,,,,,,,,,Friday
1985-10-18,0.6403,,,,,,,,,,,,Friday
1985-10-25,0.6403,,,,,,,,,,,,Friday
1985-11-01,0.6418,,,,,,,,,,,,Friday
1985-11-08,0.6418,,,,,,,,,,,,Friday
1985-11-15,0.6433,,,,,,,,,,,,Friday
1985-11-22,0.6433,,,,,,,,,,,,Friday
1985-11-29,0.6479,,,,,,,,,,,,Friday
1985-12-06,0.6479,,,,,,,,,,,,Friday
1985-12-13,0.6403,,,,,,,,,,,,Friday
1985-12-20,0.6281,,,,,,,,,,,,Friday
1985-12-27,0.6281,,,,,,,,,,,,Friday
1986-01-03,0.625,,,,,,,,,,,,Friday
1986-01-10,0.6189,,,,,,,,,,,,Friday
1986-01-17,0.6052,,,,,,,,,,,,Friday
1986-01-24,0.5915,,,,,,,,,,,,Friday
1986-01-31,0.5747,,,,,,,,,,,,Friday
1986-02-07,0.558,,,,,,,,,,,,Friday
1986-02-14,0.5473,,,,,,,,,,,,Friday
1986-02-21,0.5427,,,,,,,,,,,,Friday
1986-02-28,0.5427,,,,,,,,,,,,Friday
1986-03-07,0.5427,,,,,,,,,,,,Friday
1986-03-14,0.5427,,,,,,,,,,,,Friday
1986-03-21,0.5412,,,,,,,,,,,,Friday
1986-03-28,0.5366,,,,,,,,,,,,Friday
1986-04-04,0.5351,,,,,,,,,,,,Friday
1986-04-11,0.5366,,,,,,,,,,,,Friday
1986-04-18,0.5519,,,,,,,,,,,,Friday
1986-04-25,0.5503,,,,,,,,,,,,Friday
1986-05-02,0.5473,,,,,,,,,,,,Friday
1986-05-09,0.5473,,,,,,,,,,,,Friday
1986-05-16,0.5442,,,,,,,,,,,,Friday
1986-05-23,0.5442,,,,,,,,,,,,Friday
1986-05-30,0.5427,,,,,,,,,,,,Friday
1986-06-06,0.5427,,,,,,,,,,,,Friday
1986-06-13,0.5381,,,,,,,,,,,,Friday
1986-06-20,0.5366,,,,,,,,,,,,Friday
1986-06-27,0.532,,,,,,,,,,,,Friday
1986-07-04,0.5275,,,,,,,,,,,,Friday
1986-07-11,0.5183,,,,,,,,,,,,Friday
1986-07-18,0.5092,,,,,,,,,,,,Friday
1986-07-25,0.497,,,,,,,,,,,,Friday
1986-08-01,0.4833,,,,,,,,,,,,Friday
1986-08-08,0.4787,,,,,,,,,,,,Friday
1986-08-15,0.4772,,,,,,,,,,,,Friday
1986-08-22,0.4787,,,,,,,,,,,,Friday
1986-08-29,0.4741,,,,,,,,,,,,Friday
1986-09-05,0.4787,,,,,,,,,,,,Friday
1986-09-12,0.4894,,,,,,,,,,,,Friday
1986-09-19,0.4878,,,,,,,,,,,,Friday
1986-09-26,0.4833,,,,,,,,,,,,Friday
1986-10-03,0.4787,,,,,,,,,,,,Friday
1986-10-10,0.4756,,,,,,,,,,,,Friday
1986-10-17,0.4726,,,,,,,,,,,,Friday
1986-10-24,0.4665,,,,,,,,,,,,Friday
1986-10-31,0.4665,,,,,,,,,,,,Friday
1986-11-07,0.465,,,,,,,,,,,,Friday
1986-11-14,0.465,,,,,,,,,,,,Friday
1986-11-21,0.465,,,,,,,,,,,,Friday
1986-11-28,0.4665,,,,,,,,,,,,Friday
1986-12-05,0.465,,,,,,,,,,,,Friday
1986-12-12,0.4634,,,,,,,,,,,,Friday
1986-12-19,0.4619,,,,,,,,,,,,Friday
1986-12-26,0.4695,,,,,,,,,,,,Friday
1987-01-02,0.4863,,,,,,,,,,,,Friday
1987-01-09,0.5,,,,,,,,,,,,Friday
1987-01-16,0.5153,,,,,,,,,,,,Friday
1987-01-23,0.529,,,,,,,,,,,,Friday
1987-01-30,0.5244,,,,,,,,,,,,Friday
1987-02-06,0.5199,,,,,,,,,,,,Friday
1987-02-13,0.5122,,,,,,,,,,,,Friday
1987-02-20,0.5061,,,,,,,,,,,,Friday
1987-02-27,0.5,,,,,,,,,,,,Friday
1987-03-06,0.4924,,,,,,,,,,,,Friday
1987-03-13,0.5,,,,,,,,,,,,Friday
1987-03-20,0.5077,,,,,,,,,,,,Friday
1987-03-27,0.5092,,,,,,,,,,,,Friday
1987-04-03,0.5061,,,,,,,,,,,,Friday
1987-04-10,0.5077,,,,,,,,,,,,Friday
1987-04-17,0.5061,,,,,,,,,,,,Friday
1987-04-24,0.5046,,,,,,,,,,,,Friday
1987-05-01,0.4955,,,,,,,,,,,,Friday
1987-05-08,0.4939,,,,,,,,,,,,Friday
1987-05-15,0.4939,,,,,,,,,,,,Friday
1987-05-22,0.4924,,,,,,,,,,,,Friday
1987-05-29,0.497,,,,,,,,,,,,Friday
1987-06-05,0.4955,,,,,,,,,,,,Friday
1987-06-12,0.4924,,,,,,,,,,,,Friday
1987-06-19,0.4939,,,,,,,,,,,,Friday
1987-06-26,0.497,,,,,,,,,,,,Friday
1987-07-03,0.4955,,,,,,,,,,,,Friday
1987-07-10,0.4955,,,,,,,,,,,,Friday
1987-07-17,0.4955,,,,,,,,,,,,Friday
1987-07-24,0.5077,,,,,,,,,,,,Friday
1987-07-31,0.5122,,,,,,,,,,,,Friday
1987-08-07,0.5122,,,,,,,,,,,,Friday
1987-08-14,0.5107,,,,,,,,,,,,Friday
1987-08-21,0.5107,,,,,,,,,,,,Friday
1987-08-28,0.5077,,,,,,,,,,,,Friday
1987-09-04,0.5061,,,,,,,,,,,,Friday
1987-09-11,0.5031,,,,,,,,,,,,Friday
1987-09-18,0.5,,,,,,,,,,,,Friday
1987-09-25,0.4985,,,,,,,,,,,,Friday
1987-10-02,0.497,,,,,,,,,,,,Friday
1987-10-09,0.497,,,,,,,,,,,,Friday
1987-10-16,0.5,,,,,,,,,,,,Friday
1987-10-23,0.5046,,,,,,,,,,,,Friday
1987-10-30,0.5016,,,,,,,,,,,,Friday
1987-11-06,0.5,,,,,,,,,,,,Friday
1987-11-13,0.4985,,,,,,,,,,,,Friday
1987-11-20,0.4955,,,,,,,,,,,,Friday
1987-11-27,0.4939,,,,,,,,,,,,Friday
1987-12-04,0.4924,,,,,,,,,,,,Friday
1987-12-11,0.4909,,,,,,,,,,,,Friday
1987-12-18,0.4939,,,,,,,,,,,,Friday
1987-12-25,0.4924,,,,,,,,,,,,Friday
1988-01-01,0.4909,,,,,,,,,,,,Friday
1988-01-08,0.4878,,,,,,,,,,,,Friday
1988-01-15,0.4863,,,,,,,,,,,,Friday
1988-01-22,0.4833,,,,,,,,,,,,Friday
1988-01-29,0.4802,,,,,,,,,,,,Friday
1988-02-05,0.4802,,,,,,,,,,,,Friday
1988-02-12,0.4833,,,,,,,,,,,,Friday
1988-02-19,0.4833,,,,,,,,,,,,Friday
1988-02-26,0.4848,,,,,,,,,,,,Friday
1988-03-04,0.4848,,,,,,,,,,,,Friday
1988-03-11,0.4833,,,,,,,,,,,,Friday
1988-03-18,0.4817,,,,,,,,,,,,Friday
1988-03-25,0.4817,,,,,,,,,,,,Friday
1988-04-01,0.4817,,,,,,,,,,,,Friday
1988-04-08,0.4817,,,,,,,,,,,,Friday
1988-04-15,0.4863,,,,,,,,,,,,Friday
1988-04-22,0.4848,,,,,,,,,,,,Friday
1988-04-29,0.4833,,,,,,,,,,,,Friday
1988-05-06,0.4894,,,,,,,,,,,,Friday
1988-05-13,0.4894,,,,,,,,,,,,Friday
1988-05-20,0.4878,,,,,,,,,,,,Friday
1988-05-27,0.4909,,,,,,,,,,,,Friday
1988-06-03,0.4909,,,,,,,,,,,,Friday
1988-06-10,0.4924,,,,,,,,,,,,Friday
1988-06-17,0.4924,,,,,,,,,,,,Friday
1988-06-24,0.4909,,,,,,,,,,,,Friday
1988-07-01,0.4894,,,,,,,,,,,,Friday
1988-07-08,0.4878,,,,,,,,,,,,Friday
1988-07-15,0.4878,,,,,,,,,,,,Friday
1988-07-22,0.4909,,,,,,,,,,,,Friday
1988-07-29,0.4924,,,,,,,,,,,,Friday
1988-08-05,0.4924,,,,,,,,,,,,Friday
1988-08-12,0.4924,,,,,,,,,,,,Friday
1988-08-19,0.4909,,,,,,,,,,,,Friday
1988-08-26,0.4909,,,,,,,,,,,,Friday
1988-09-02,0.4939,,,,,,,,,,,,Friday
1988-09-09,0.4924,,,,,,,,,,,,Friday
1988-09-16,0.4894,,,,,,,,,,,,Friday
1988-09-23,0.4894,,,,,,,,,,,,Friday
1988-09-30,0.4878,,,,,,,,,,,,Friday
1988-10-07,0.4863,,,,,,,,,,,,Friday
1988-10-14,0.4848,,,,,,,,,,,,Friday
1988-10-21,0.4848,,,,,,,,,,,,Friday
1988-10-28,0.4833,,,,,,,,,,,,Friday
1988-11-04,0.4833,,,,,,,,,,,,Friday
1988-11-11,0.4833,,,,,,,,,,,,Friday
1988-11-18,0.4817,,,,,,,,,,,,Friday
1988-11-25,0.4817,,,,,,,,,,,,Friday
1988-12-02,0.4939,,,,,,,,,,,,Friday
1988-12-09,0.4939,,,,,,,,,,,,Friday
1988-12-16,0.4924,,,,,,,,,,,,Friday
1988-12-23,0.4985,,,,,,,,,,,,Friday
1988-12-30,0.4985,,,,,,,,,,,,Friday
1989-01-06,0.5046,,,,,,,,,,,,Friday
1989-01-13,0.5107,,,,,,,,,,,,Friday
1989-01-20,0.5122,,,,,,,,,,,,Friday
1989-01-27,0.5107,,,,,,,,,,,,Friday
1989-02-03,0.5107,,,,,,,,,,,,Friday
1989-02-10,0.5092,,,,,,,,,,,,Friday
1989-02-17,0.5138,,,,,,,,,,,,Friday
1989-02-24,0.5138,,,,,,,,,,,,Friday
1989-03-03,0.5153,,,,,,,,,,,,Friday
1989-03-10,0.5138,,,,,,,,,,,,Friday
1989-03-17,0.5153,,,,,,,,,,,,Friday
1989-03-24,0.5199,,,,,,,,,,,,Friday
1989-03-31,0.5214,,,,,,,,,,,,Friday
1989-04-07,0.5305,,,,,,,,,,,,Friday
1989-04-14,0.5305,,,,,,,,,,,,Friday
1989-04-21,0.529,,,,,,,,,,,,Friday
1989-04-28,0.5275,,,,,,,,,,,,Friday
1989-05-05,0.5275,,,,,,,,,,,,Friday
1989-05-12,0.5259,,,,,,,,,,,,Friday
1989-05-19,0.5229,,,,,,,,,,,,Friday
1989-05-26,0.5214,,,,,,,,,,,,Friday
1989-06-02,0.5199,,,,,,,,,,,,Friday
1989-06-09,0.5168,,,,,,,,,,,,Friday
1989-06-16,0.5107,,,,,,,,,,,,Friday
1989-06-23,0.5061,,,,,,,,,,,,Friday
1989-06-30,0.5031,,,,,,,,,,,,Friday
1989-07-07,0.5,,,,,,,,,,,,Friday
1989-07-14,0.5031,,,,,,,,,,,,Friday
1989-07-21,0.4985,,,,,,,,,,,,Friday
1989-07-28,0.5016,,,,,,,,,,,,Friday
1989-08-04,0.5016,,,,,,,,,,,,Friday
1989-08-11,0.497,,,,,,,,,,,,Friday
1989-08-18,0.5,,,,,,,,,,,,Friday
1989-08-25,0.5031,,,,,,,,,,,,Friday
1989-09-01,0.5016,,,,,,,,,,,,Friday
1989-09-08,0.5046,,,,,,,,,,,,Friday
1989-09-15,0.5092,,,,,,,,,,,,Friday
1989-09-22,0.5138,,,,,,,,,,,,Friday
1989-09-29,0.5138,,,,,,,,,,,,Friday
1989-10-06,0.5122,,,,,,,,,,,,Friday
1989-10-13,0.5168,,,,,,,,,,,,Friday
1989-10-20,0.5199,,,,,,,,,,,,Friday
1989-10-27,0.5183,,,,,,,,,,,,Friday
1989-11-03,0.5168,,,,,,,,,,,,Friday
1989-11-10,0.5214,,,,,,,,,,,,Friday
1989-11-17,0.5229,,,,,,,,,,,,Friday
1989-11-24,0.5244,,,,,,,,,,,,Friday
1989-12-01,0.529,,,,,,,,,,,,Friday
1989-12-08,0.5351,,,,,,,,,,,,Friday
1989-12-15,0.5412,,,,,,,,,,,,Friday
1989-12-22,0.5442,,,,,,,,,,,,Friday
1989-12-29,0.5488,,,,,,,,,,,,Friday
1990-01-05,0.558,,,,,,,,,,,,Friday
1990-01-12,0.5534,,,,,,,,,,,,Friday
1990-01-19,0.5458,,,,,,,,,,,,Friday
1990-01-26,0.5397,,,,,,,,,,,,Friday
1990-02-02,0.5381,,,,,,,,,,,,Friday
1990-02-09,0.5336,,,,,,,,,,,,Friday
1990-02-16,0.532,,,,,,,,,,,,Friday
1990-02-23,0.529,,,,,,,,,,,,Friday
1990-03-02,0.5275,,,,,,,,,,,,Friday
1990-03-09,0.5244,,,,,,,,,,,,Friday
1990-03-16,0.5244,,,,,,,,,,,,Friday
1990-03-23,0.5199,,,,,,,,,,,,Friday
1990-03-30,0.5183,,,,,,,,,,,,Friday
1990-04-06,0.5153,,,,,,,,,,,,Friday
1990-04-13,0.5122,,,,,,,,,,,,Friday
1990-04-20,0.5107,,,,,,,,,,,,Friday
1990-04-27,0.5092,,,,,,,,,,,,Friday
1990-05-04,0.5046,0.7485,,0.7653,,,,,,,,,Friday
1990-05-11,0.5031,0.7485,,0.7638,,,,,,,,,Friday
1990-05-18,0.5016,0.747,,0.7638,,,,,,,,,Friday
1990-05-25,0.4985,0.75,,0.7683,,,,,,,,,Friday
1990-06-01,0.497,0.7485,,0.7668,,,,,,,,,Friday
1990-06-08,0.4939,0.747,,0.7638,,,,,,,,,Friday
1990-06-15,0.4924,0.747,,0.7638,,,,,,,,,Friday
1990-06-22,0.4894,0.7455,,0.7622,,,,,,,,,Friday
1990-06-29,0.4878,0.7485,,0.7638,,,,,,,,,Friday
1990-07-06,0.4863,0.747,,0.7638,,,,,,,,,Friday
1990-07-13,0.4863,0.7485,,0.7653,,,,,,,,,Friday
1990-07-20,0.497,0.7622,,0.7805,,,,,,,,,Friday
1990-07-27,0.4985,0.7653,,0.7882,,,,,,,,,Friday
1990-08-03,0.5138,0.7912,,0.8034,,,,,,,,,Friday
1990-08-10,0.5351,0.8156,,0.8263,,,,,,,,,Friday
1990-08-17,0.5397,0.8308,,0.8415,,,,,,,,,Friday
1990-08-24,0.561,0.869,,0.8812,,,,,,,,,Friday
1990-08-31,0.5595,0.8796,,0.8903,,,,,,,,,Friday
1990-09-07,0.5641,0.8827,,0.8918,,,,,,,,,Friday
1990-09-14,0.5686,0.8934,,0.9025,,,,,,,,,Friday
1990-09-21,0.5763,0.8979,,0.9025,,,,,,,,,Friday
1990-09-28,0.6098,0.904,,0.9116,,,,,,,,,Friday
1990-10-05,0.6189,0.9055,,0.9147,,,,,,,,,Friday
1990-10-12,0.622,0.901,,0.9071,,,,,,,,,Friday
1990-10-19,0.6144,0.8903,,0.8934,,,,,,,,,Friday
1990-10-26,0.5915,0.8568,,0.8613,,,,,,,,,Friday
1990-11-02,0.5946,0.8537,,0.8583,,,,,,,,,Friday
1990-11-09,0.5946,0.8491,,0.8552,,,,,,,,,Friday
1990-11-16,0.5915,0.8415,,0.8461,,,,,,,,,Friday
1990-11-23,0.5869,0.8232,,0.8278,,,,,,,,,Friday
1990-11-30,0.59,0.8202,,0.8293,,,,,,,,,Friday
1990-12-07,0.5869,0.8126,,0.8171,,,,,,,,,Friday
1990-12-14,0.5808,0.8034,,0.8065,,,,,,,,,Friday
1990-12-21,0.5763,0.7927,,0.7958,,,,,,,,,Friday
1990-12-28,0.5732,0.7866,,0.7882,,,,,,,,,Friday
1991-01-04,0.5747,0.7927,,0.7958,,,,,,,,,Friday
1991-01-11,0.5824,0.7912,,0.7927,,,,,,,,,Friday
1991-01-18,0.5946,0.8019,,0.8019,,,,,,,,,Friday
1991-01-25,0.5885,0.7927,,0.7927,,,,,,,,,Friday
1991-02-01,0.5793,0.7805,,0.7836,,,,,,,,,Friday
1991-02-08,0.593,0.7775,,0.779,,,,,,,,,Friday
1991-02-15,0.5961,0.776,,0.7775,,,,,,,,,Friday
1991-02-22,0.5839,0.7729,,0.7744,,,,,,,,,Friday
1991-03-01,0.5702,0.7699,,0.7729,,,,,,,,,Friday
1991-03-08,0.5564,0.779,,0.7744,,,,,,,,,Friday
1991-03-15,0.5412,0.7699,,0.7714,,,,,,,,,Friday
1991-03-22,0.5336,0.776,,0.776,,,,,,,,,Friday
1991-03-29,0.5259,0.776,,0.7775,,,,,,,,,Friday
1991-04-05,0.5244,0.7744,,0.776,,,,,,,,,Friday
1991-04-12,0.5229,0.7714,,0.7729,,,,,,,,,Friday
1991-04-19,0.5229,0.7775,,0.7775,,,,,,,,,Friday
1991-04-26,0.5275,0.7729,,0.7851,,,,,,,,,Friday
1991-05-03,0.529,0.779,,0.7897,,,,,,,,,Friday
1991-05-10,0.529,0.7821,,0.7912,,,,,,,,,Friday
1991-05-17,0.529,0.7821,,0.7897,,,,,,,,,Friday
1991-05-24,0.5305,0.7821,,0.7897,,,,,,,,,Friday
1991-05-31,0.5305,0.7836,,0.7912,,,,,,,,,Friday
1991-06-07,0.532,0.7866,,0.7958,,,,,,,,,Friday
1991-06-14,0.532,0.7866,,0.7958,,,,,,,,,Friday
1991-06-21,0.532,0.7943,,0.8034,,,,,,,,,Friday
1991-06-28,0.532,0.7958,,0.8019,,,,,,,,,Friday
1991-07-05,0.5336,0.7912,,0.8019,,,,,,,,,Friday
1991-07-12,0.5366,0.7927,,0.8049,,,,,,,,,Friday
1991-07-19,0.5366,0.7927,,0.8049,,,,,,,,,Friday
1991-07-26,0.5366,0.7927,,0.8034,,,,,,,,,Friday
1991-08-02,0.5351,0.7927,,0.8034,,,,,,,,,Friday
1991-08-09,0.5351,0.7912,,0.8034,,,,,,,,,Friday
1991-08-16,0.5351,0.7912,,0.8019,,,,,,,,,Friday
1991-08-23,0.5442,0.7943,,0.8049,,,,,,,,,Friday
1991-08-30,0.5412,0.7927,,0.8034,,,,,,,,,Friday
1991-09-06,0.5397,0.7897,,0.8019,,,,,,,,,Friday
1991-09-13,0.5397,0.7882,,0.8004,,,,,,,,,Friday
1991-09-20,0.5366,0.7851,,0.7988,,,,,,,,,Friday
1991-09-27,0.5366,0.7836,,0.7988,,,,,,,,,Friday
1991-10-04,0.5397,0.7836,,0.7958,,,,,,,,,Friday
1991-10-11,0.5473,0.7821,,0.7943,,,,,,,,,Friday
1991-10-18,0.5564,0.7851,,0.7958,,,,,,,,,Friday
1991-10-25,0.5595,0.7866,,0.7973,,,,,,,,,Friday
1991-11-01,0.5595,0.7851,,0.7988,,,,,,,,,Friday
1991-11-08,0.558,0.7851,,0.7973,,,,,,,,,Friday
1991-11-15,0.5564,0.7821,,0.7958,,,,,,,,,Friday
1991-11-22,0.5534,0.7805,,0.7927,,,,,,,,,Friday
1991-11-29,0.5488,0.7805,,0.7912,,,,,,,,,Friday
1991-12-06,0.5442,0.7729,,0.7851,,,,,,,,,Friday
1991-12-13,0.5336,0.7683,,0.7805,,,,,,,,,Friday
1991-12-20,0.529,0.7622,,0.776,,,,,,,,,Friday
1991-12-27,0.5244,0.7592,,0.7729,,,,,,,,,Friday
1992-01-03,0.5214,0.7577,,0.7699,,,,,,,,,Friday
1992-01-10,0.5259,0.7638,,0.776,,,,,,,,,Friday
1992-01-17,0.529,0.7638,,0.776,,,,,,,,,Friday
1992-01-24,0.5305,0.7638,,0.776,,,,,,,,,Friday
1992-01-31,0.5305,0.7638,,0.776,,,,,,,,,Friday
1992-02-07,0.5305,0.7638,,0.7744,,,,,,,,,Friday
1992-02-14,0.5305,0.7638,,0.776,,,,,,,,,Friday
1992-02-21,0.532,0.7653,,0.7775,,,,,,,,,Friday
1992-02-28,0.529,0.7638,,0.776,,,,,,,,,Friday
1992-03-06,0.5275,0.7638,,0.7744,,,,,,,,,Friday
1992-03-13,0.5259,0.7638,,0.7744,,,,,,,,,Friday
1992-03-20,0.5244,0.7622,,0.7729,,,,,,,,,Friday
1992-03-27,0.5244,0.7622,,0.7729,,,,,,,,,Friday
1992-04-03,0.5229,0.7607,,0.7714,,,,,,,,,Friday
1992-04-10,0.5244,0.7607,,0.7729,,,,,,,,,Friday
1992-04-17,0.5259,0.7638,,0.7744,,,,,,,,,Friday
1992-04-24,0.5275,0.7622,,0.7744,,,,,,,,,Friday
1992-05-01,0.5275,0.7638,,0.7744,,,,,,,,,Friday
1992-05-08,0.529,0.7638,,0.7775,,,,,,,,,Friday
1992-05-15,0.5305,0.7683,,0.7805,,,,,,,,,Friday
1992-05-22,0.529,0.7668,,0.7805,,,,,,,,,Friday
1992-05-29,0.529,0.7683,,0.7821,,,,,,,,,Friday
1992-06-05,0.5305,0.7699,,0.7821,,,,,,,,,Friday
1992-06-12,0.532,0.7699,,0.7851,,,,,,,,,Friday
1992-06-19,0.532,0.7714,,0.7851,,,,,,,,,Friday
1992-06-26,0.532,0.7699,,0.7851,,,,,,,,,Friday
1992-07-03,0.532,0.7699,,0.7851,,,,,,,,,Friday
1992-07-10,0.5305,0.7668,,0.7821,,,,,,,,,Friday
1992-07-17,0.529,0.7668,,0.7821,,,,,,,,,Friday
1992-07-24,0.5275,0.7638,,0.779,,,,,,,,,Friday
1992-07-31,0.5275,0.7622,,0.779,,,,,,,,,Friday
1992-08-07,0.5259,0.7607,,0.7775,,,,,,,,,Friday
1992-08-14,0.5229,0.7592,,0.7744,,,,,,,,,Friday
1992-08-21,0.5214,0.7561,,0.7729,,,,,,,,,Friday
1992-08-28,0.5183,0.7546,,0.7699,,,,,,,,,Friday
1992-09-04,0.5153,0.7516,,0.7668,,,,,,,,,Friday
1992-09-11,0.5168,0.75,,0.7653,,,,,,,,,Friday
1992-09-18,0.5214,0.7531,,0.7668,,,,,,,,,Friday
1992-09-25,0.5229,0.7546,,0.7699,,,,,,,,,Friday
1992-10-02,0.5229,0.7531,,0.7683,,,,,,,,,Friday
1992-10-09,0.5229,0.7531,,0.7683,,,,,,,,,Friday
1992-10-16,0.5275,0.7531,,0.7683,,,,,,,,,Friday
1992-10-23,0.5305,0.7546,,0.7683,,,,,,,,,Friday
1992-10-30,0.5305,0.7531,,0.7683,,,,,,,,,Friday
1992-11-06,0.5305,0.7531,,0.7668,,,,,,,,,Friday
1992-11-13,0.532,0.7531,,0.7683,,,,,,,,,Friday
1992-11-20,0.532,0.7531,,0.7668,,,,,,,,,Friday
1992-11-27,0.5305,0.7531,,0.7668,,,,,,,,,Friday
1992-12-04,0.529,0.7516,,0.7668,,,,,,,,,Friday
1992-12-11,0.529,0.75,,0.7653,,,,,,,,,Friday
1992-12-18,0.5275,0.75,,0.7622,,,,,,,,,Friday
1992-12-25,0.5275,0.7485,,0.7622,,,,,,,,,Friday
1993-01-01,0.529,0.747,,0.7622,,,,,,,,,Friday
1993-01-08,0.529,0.7485,,0.7622,,,,,,,,,Friday
1993-01-15,0.5336,0.7546,,0.7683,,,,,,,,,Friday
1993-01-22,0.5336,0.7531,,0.7683,,,,,,,,,Friday
1993-01-29,0.5336,0.7516,,0.7668,,,,,,,,,Friday
1993-02-05,0.5366,0.7531,,0.7668,,,,,,,,,Friday
1993-02-12,0.5397,0.7546,,0.7699,,,,,,,,,Friday
1993-02-19,0.5397,0.7546,,0.7699,,,,,,,,,Friday
1993-02-26,0.5397,0.7531,,0.7699,,,,,,,,,Friday
1993-03-05,0.5427,0.7546,,0.7729,,,,,,,,,Friday
1993-03-12,0.5427,0.7546,,0.7729,,,,,,,,,Friday
1993-03-19,0.5427,0.7546,,0.7729,,,,,,,,,Friday
1993-03-26,0.5427,0.7546,,0.7729,,,,,,,,,Friday
1993-04-02,0.5412,0.7561,,0.7729,,,,,,,,,Friday
1993-04-09,0.5412,0.7577,,0.7744,,,,,,,,,Friday
1993-04-16,0.5458,0.7607,,0.7775,,,,,,,,,Friday
1993-04-23,0.5442,0.7607,,0.7775,,,,,,,,,Friday
1993-04-30,0.5442,0.7607,,0.7775,,,,,,,,,Friday
1993-05-07,0.5442,0.7607,,0.7775,,,,,,,,,Friday
1993-05-14,0.5442,0.7607,,0.779,,,,,,,,,Friday
1993-05-21,0.5442,0.7607,,0.779,,,,,,,,,Friday
1993-05-28,0.5427,0.7607,,0.7775,,,,,,,,,Friday
1993-06-04,0.5412,0.7607,,0.7775,,,,,,,,,Friday
1993-06-11,0.5412,0.7607,,0.7775,,,,,,,,,Friday
1993-06-18,0.5397,0.7592,,0.776,,,,,,,,,Friday
1993-06-25,0.5397,0.7592,,0.7744,,,,,,,,,Friday
1993-07-02,0.5412,0.7592,,0.776,,,,,,,,,Friday
1993-07-09,0.5412,0.8095,,0.8278,,,,,,,,,Friday
1993-07-16,0.5412,0.811,,0.8278,,,,,,,,,Friday
1993-07-23,0.5412,0.8095,,0.8278,,,,,,,,,Friday
1993-07-30,0.5427,0.8095,,0.8293,,,,,,,,,Friday
1993-08-06,0.5427,0.811,,0.8293,,,,,,,,,Friday
1993-08-13,0.5427,0.811,,0.8308,,,,,,,,,Friday
1993-08-20,0.593,0.811,,0.8293,,,,,,,,,Friday
1993-08-27,0.593,0.811,,0.8293,,,,,,,,,Friday
1993-09-03,0.59,0.811,,0.8293,,,,,,,,,Friday
1993-09-10,0.5885,0.808,,0.8278,,,,,,,,,Friday
1993-09-17,0.5854,0.8065,,0.8247,,,,,,,,,Friday
1993-09-24,0.5869,0.8034,,0.8232,,,,,,,,,Friday
1993-10-01,0.5885,0.8019,,0.8232,,,,,,,,,Friday
1993-10-08,0.5915,0.8004,,0.8217,,,,,,,,,Friday
1993-10-15,0.593,0.7988,,0.8202,,,,,,,,,Friday
1993-10-22,0.5961,0.8019,,0.8247,,,,,,,,,Friday
